Event	ID	Name			Wwise Object Path	Notes
	216426317	npcBen			\Default Work Unit\NPCs\npcBen	
	315848864	npcTina			\Default Work Unit\NPCs\npcTina	
	783992069	gameLight			\Default Work Unit\Player\gameLight	
	1122283870	musicStart			\Default Work Unit\Music\musicStart	
	1157041911	npcWally			\Default Work Unit\NPCs\npcWally	
	1336322353	testDing			\Default Work Unit\UI\testDing	
	1435302941	testFail			\Default Work Unit\UI\testFail	
	1776921608	testComplete			\Default Work Unit\UI\testComplete	
	2124506477	npcKevin			\Default Work Unit\NPCs\npcKevin	
	3988978802	npcBarkeep			\Default Work Unit\NPCs\npcBarkeep	
	3989513603	footStepping			\Default Work Unit\Player\footStepping	
	4041656984	npcTalk			\Default Work Unit\NPCs\npcTalk	
	4051332235	buttonClick			\Default Work Unit\UI\buttonClick	
	4058101365	gameStart			\Default Work Unit\Music\gameStart	

Switch Group	ID	Name			Wwise Object Path	Notes
	3858903546	characterSwitch			\Default Work Unit\characterSwitch	

Switch	ID	Name	Switch Group			Notes
	385597812	switchKevin	characterSwitch			
	2596618219	switchBarkeep	characterSwitch			
	3053756386	switchWally	characterSwitch			
	3469465608	switchBen	characterSwitch			
	3928776531	switchTina	characterSwitch			

State Group	ID	Name			Wwise Object Path	Notes
	185713839	roomState			\Default Work Unit\roomState	

State	ID	Name	State Group			Notes
	438105790	outside	roomState			
	748895195	None	roomState			
	3553349781	inside	roomState			

Custom State	ID	Name	State Group	Owner		Notes
	301915200	inside	roomState	\Actor-Mixer Hierarchy\Default Work Unit\World\Ambient\Ambient\ambientRain\ambientRain		

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	21251891	vocalsKevin-003	D:\Game_Production\UnityProjects\Brackeys2023-2\Brackeys2023-2_WwiseProject\.cache\Mac\SFX\vocalsKevin-003_563DD58F.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\NPCs\NPCs\dialogueSwitcher\vocalsKevin\vocalsKevin-003		5204
	53288716	vocalsKevin-001	D:\Game_Production\UnityProjects\Brackeys2023-2\Brackeys2023-2_WwiseProject\.cache\Mac\SFX\vocalsKevin-001_F34FEF3F.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\NPCs\NPCs\dialogueSwitcher\vocalsKevin\vocalsKevin-001		4612
	64071679	vocalsTina2-004	D:\Game_Production\UnityProjects\Brackeys2023-2\Brackeys2023-2_WwiseProject\.cache\Mac\SFX\vocalsTina2-004_08B47BC6.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\NPCs\NPCs\dialogueSwitcher\vocalsTina\vocalsTina2-004		5983
	84863909	vocalsTina2-003	D:\Game_Production\UnityProjects\Brackeys2023-2\Brackeys2023-2_WwiseProject\.cache\Mac\SFX\vocalsTina2-003_DF39ADDA.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\NPCs\NPCs\dialogueSwitcher\vocalsTina\vocalsTina2-003		5725
	92909319	vocalsKevin-006	D:\Game_Production\UnityProjects\Brackeys2023-2\Brackeys2023-2_WwiseProject\.cache\Mac\SFX\vocalsKevin-006_C8C15967.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\NPCs\NPCs\dialogueSwitcher\vocalsKevin\vocalsKevin-006		5374
	131293917	vocalsTina2-008	D:\Game_Production\UnityProjects\Brackeys2023-2\Brackeys2023-2_WwiseProject\.cache\Mac\SFX\vocalsTina2-008_180252C5.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\NPCs\NPCs\dialogueSwitcher\vocalsTina\vocalsTina2-008		7504
	133817862	Wood Footstep-004	D:\Game_Production\UnityProjects\Brackeys2023-2\Brackeys2023-2_WwiseProject\.cache\Mac\SFX\Wood Footstep-004_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\footSteps\footSwitch\woodSteps\Wood Footstep-004		4244
	137141922	testComplete	D:\Game_Production\UnityProjects\Brackeys2023-2\Brackeys2023-2_WwiseProject\.cache\Mac\SFX\DeliverComplete_D296B342.wem		\Actor-Mixer Hierarchy\Default Work Unit\Non-World\UI\UI\testSounds\testComplete		32806
	147227719	murderShots	D:\Game_Production\UnityProjects\Brackeys2023-2\Brackeys2023-2_WwiseProject\.cache\Mac\SFX\murderShots_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Non-World\UI\UI\buttons\murderShots		57940
	149329997	concreteFootsteps-011	D:\Game_Production\UnityProjects\Brackeys2023-2\Brackeys2023-2_WwiseProject\.cache\Mac\SFX\concreteFootsteps-011_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Player\Player\footSteps\footSwitch\concreteSteps\concreteFootsteps-011		3849
